"FOLIO","SEXO","OPC_ED01"
290704481,"H","S715000"
290704569,"M","S715000"
290704583,"H","S132313"
290704623,"H","S715000"
290704770,"M","S715000"
290704906,"H","S456076"
290705039,"M","S132302"
290705220,"M","S715000"
290705231,"M","S715000"
290705235,"M","S715000"
290705250,"M","S715000"
290705293,"H","S715000"
290705318,"M","S132313"
290705405,"H","S715000"
290705408,"M","S705000"
290705510,"M","S715000"
290705563,"H","S132313"
290705584,"M","S715000"
290705773,"M","S715000"
290705777,"H","S715000"
290705911,"H","S715000"
290706038,"H","S715000"
290706139,"M","S715000"
290706334,"M","S715000"
290706494,"M","S715000"
290706620,"M","S715000"
290706631,"H","S715000"
290706691,"H","S715000"
290706708,"H","S715000"
290706728,"H","S715000"
290707209,"H","S715000"
290707270,"M","S715000"
290707286,"M","S132313"
290707372,"H","S715000"
290707467,"H","S715000"
290707576,"M","S715000"
290708017,"M","S715000"
290708071,"M","S715000"
290708145,"H","S715000"
290708312,"M","S132313"
290708319,"H","S715000"
290708325,"M","S715000"
290708329,"H","S715000"
290708345,"M","S715000"
290708651,"M","S715000"
290708711,"M","S715000"
290708735,"M","S715000"
290708813,"H","S715000"
290708818,"M","S715000"
290708828,"M","S715000"
290708885,"M","S132313"
290708926,"H","S715000"
290708956,"H","S715000"
290708977,"H","S715000"
290709443,"M","S456036"
290709694,"H","S132313"
290800537,"M","S715000"
290800734,"M","S715000"
290800771,"M","S715000"
290800786,"M","S715000"
290800843,"M","S715000"
290800844,"M","S715000"
290800862,"M","S715000"
290800916,"H","S132313"
290800943,"M","S715000"
290800974,"H","S715000"
290801195,"M","S715000"
290801222,"H","S132313"
290801276,"H","S715000"
290801300,"H","S715000"
290801402,"H","S715000"
290801449,"H","S715000"
290801602,"M","S715000"
290801605,"M","S715000"
290801630,"M","S571086"
290801660,"M","S132313"
290801718,"M","S715000"
290801912,"H","S715000"
290801947,"H","S715000"
290801969,"M","S715000"
290801979,"H","S715000"
290801993,"M","S715000"
290802030,"M","S715000"
290802169,"H","S715000"
290802447,"M","S715000"
290802493,"M","S715000"
290802551,"M","S132313"
290802583,"M","S715000"
290802718,"M","S715000"
290802973,"H","S715000"
290803050,"M","S715000"
290803055,"M","S715000"
290803097,"M","S715000"
290803160,"M","S715000"
290803256,"M","S715000"
290803343,"H","S715000"
290803447,"M","S715000"
290803496,"M","S132313"
290803514,"H","S715000"
290803660,"M","S715000"
290803679,"M","S132313"
290803767,"H","S715000"
290803813,"H","S715000"
290803847,"M","S715000"
290804030,"H","S132313"
290804106,"M","S715000"
290804154,"M","S715000"
290804183,"M","S132313"
290804229,"M","S715000"
290804455,"H","S715000"
290804530,"M","S715000"
290804562,"H","S715000"
290804594,"M","S715000"
290804599,"H","S715000"
290804648,"M","S132313"
290804813,"M","S715000"
290804846,"M","S132302"
290804916,"M","S715000"
290805092,"M","S456036"
290805236,"M","S456036"
290805744,"M","S715000"
290805766,"M","S132302"
290805792,"H","S715000"
290805917,"M","S132313"
290805945,"H","S715000"
290806047,"M","S715000"
290806152,"M","S715000"
290806276,"M","S132302"
290806296,"H","S715000"
290806346,"M","S715000"
290806373,"H","S715000"
290806407,"M","S715000"
290806596,"M","S715000"
290806604,"M","S715000"
290806675,"H","S715000"
290806683,"H","S715000"
290806702,"H","S715000"
290807932,"M","S132313"
290807937,"H","S715000"
290807979,"M","S715000"
290807986,"M","S715000"
290808058,"M","S763000"
290808076,"H","S715000"
290808099,"M","S715000"
290808128,"M","S715000"
290808216,"M","S715000"
290808276,"H","S456076"
290808282,"M","S456036"
290808286,"M","S715000"
290808302,"M","S132313"
290808366,"M","S132313"
290808374,"M","S715000"
290808423,"M","S132302"
290808455,"M","S132313"
290808573,"M","S715000"
290808632,"H","S456076"
290808636,"M","S715000"
290809133,"M","S715000"
290809137,"M","S573013"
290809140,"M","S715000"
290809195,"M","S132313"
290809264,"M","S132313"
290809537,"M","S715000"
290809594,"H","S715000"
299009702,"H","S715000"
299009710,"H","S715000"
299900020,"H","S715000"
299900025,"H","S456076"
299900044,"H","S715000"
299900073,"H","S132302"
299900084,"M","S715000"
299900096,"H","S711000"
299900113,"M","S132313"
299900115,"H","S715000"
299900116,"M","S715000"
299900123,"M","S715000"
299900130,"M","S715000"
299900136,"H","S715000"
299900137,"M","S715000"
299900150,"H","S715000"
299900151,"H","S456036"
299900177,"H","S705000"
299900202,"M","S715000"
299900226,"M","S715000"
299900249,"H","S715000"
299900279,"H","S715000"
299900281,"M","S715000"
299900283,"M","S715000"
299900295,"M","S715000"
299900314,"H","S715000"
299900328,"H","S715000"
299900332,"H","S715000"
299900343,"H","S715000"
299900346,"H","S715000"
299900372,"H","S715000"
299900373,"M","S715000"
299900387,"H","S132313"
299900396,"M","S715000"
299900413,"M","S715000"
300100296,"M","S724000"
300100314,"M","S724000"
300100406,"M","S575020"
300100480,"M","S724000"
300100630,"M","S575094"
300100780,"M","S575020"
300100922,"M","S724000"
300101045,"M","S724000"
300101177,"M","S575020"
300101194,"M","S724000"
300101415,"M","S724000"
300101483,"M","S724000"
300101530,"H","S575020"
300101590,"H","S575020"
300101667,"H","S575094"
300102027,"M","S575020"
300102055,"M","S575020"
300102061,"M","S554013"
300102098,"H","S575094"
300102138,"M","S724000"
300102260,"H","S724000"
300102272,"M","S724000"
300102308,"H","S724000"
300102326,"M","S575020"
300102636,"M","S724000"
300102756,"M","S724000"
300102763,"H","S134313"
300102773,"H","S724000"
300102820,"M","S575094"
300102960,"M","S724000"
300102989,"M","S458044"
300103080,"M","S724000"
300103181,"M","S134313"
300103213,"M","S555092"
300103224,"M","S575094"
300103249,"H","S575020"
300103346,"M","S724000"
300103602,"M","S724000"
300103734,"H","S724000"
300103771,"M","S724000"
300103787,"H","S724000"
300103850,"M","S575020"
300103858,"H","S575020"
300104148,"M","S575020"
300104186,"H","S134313"
300104192,"H","S575094"
300104305,"M","S575094"
300104535,"H","S724000"
300104633,"M","S724000"
300104649,"M","S134313"
300104694,"H","S134313"
300104736,"H","S724000"
300104747,"M","S575020"
300104766,"H","S724000"
300104848,"M","S575020"
300104875,"H","S724000"
300105017,"M","S134313"
300105141,"H","S724000"
300105197,"H","S134313"
300106132,"H","S575094"
300106163,"H","S575094"
300106534,"M","S134313"
300106548,"H","S575094"
300106564,"M","S575020"
300106659,"M","S134313"
300106713,"H","S134313"
300106730,"H","S575094"
300106781,"M","S724000"
300106851,"H","S724000"
300106887,"M","S134313"
300107254,"H","S724000"
300107312,"H","S724000"
300107391,"H","S575094"
300107574,"M","S724000"
300107730,"M","S724000"
300107737,"M","S134313"
300107781,"H","S134313"
300107794,"H","S724000"
300107827,"M","S724000"
300108192,"H","S575020"
300108243,"H","S724000"
300108301,"M","S724000"
300108356,"H","S134313"
300108407,"M","S134313"
300108516,"M","S554013"
300108529,"M","S134313"
300108873,"M","S134313"
300108941,"H","S724000"
300109049,"M","S134313"
300109057,"M","S724000"
300109138,"M","S575094"
300109235,"H","S554013"
300109417,"H","S724000"
300109442,"M","S724000"
300109623,"M","S458044"
300109858,"M","S134313"
300109906,"H","S458044"
300109915,"M","S724000"
300109945,"M","S575094"
300110029,"M","S575020"
300110101,"M","S724000"
300110153,"H","S134313"
300110181,"M","S575020"
300110248,"H","S575094"
300110322,"M","S575094"
300110363,"M","S575020"
300110374,"M","S575020"
300110576,"M","S458044"
300110698,"H","S134313"
300110754,"M","S575094"
300200167,"H","S575020"
300200395,"H","S724000"
300200672,"H","S724000"
300200704,"M","S134313"
300200788,"H","S575020"
300200905,"H","S724000"
300200981,"M","S575094"
300201160,"M","S575094"
300201377,"H","S575020"
300201398,"M","S575020"
300201421,"M","S575094"
300201437,"M","S134313"
300201572,"M","S575094"
300201625,"M","S575094"
300201955,"M","S724000"
300201991,"M","S724000"
300202205,"M","S724000"
300202492,"M","S724000"
300202542,"H","S724000"
300202585,"M","S724000"
300202658,"H","S575094"
300202944,"M","S134313"
300203231,"M","S724000"
300203342,"M","S724000"
300203400,"M","S724000"
300203466,"M","S575094"
300203491,"H","S575020"
300203806,"H","S575094"
300203828,"M","S134313"
300203860,"M","S458044"
300203913,"M","S134313"
300204054,"H","S554013"
300204216,"M","S575094"
300204278,"M","S724000"
300204367,"M","S134313"
300204470,"M","S134313"
300204486,"M","S575020"
300204501,"M","S724000"
300204686,"M","S134313"
300204779,"M","S724000"
300204867,"M","S724000"
300204973,"M","S575020"
300204985,"M","S134313"
300205105,"H","S724000"
300205193,"M","S134313"
300205335,"H","S575094"
300205345,"M","S724000"
300205552,"M","S575094"
300205663,"M","S134313"
300205684,"H","S134306"
300206458,"H","S724000"
300206610,"M","S575094"
300206619,"M","S575094"
300206661,"H","S724000"
300206715,"H","S134313"
300206723,"M","S458044"
300206793,"M","S134313"
300206933,"M","S724000"
300206947,"M","S724000"
300207006,"M","S724000"
300207018,"M","S458044"
300207111,"M","S724000"
300207475,"H","S724000"
300207568,"H","S724000"
300207600,"H","S575094"
300207619,"H","S575094"
300207938,"M","S724000"
300208437,"M","S134313"
300208443,"H","S575020"
300208459,"M","S458044"
300208572,"M","S134313"
300208623,"M","S575094"
300208676,"M","S134313"
300208679,"H","S724000"
300208756,"M","S724000"
300208875,"H","S134313"
300208912,"M","S724000"
300208955,"H","S575020"
300209070,"H","S575094"
300209126,"H","S134311"
300209268,"M","S724000"
300209512,"H","S724000"
300209561,"H","S575094"
300209610,"M","S575020"
300209634,"M","S724000"
300209716,"H","S724000"
300209724,"H","S575094"
300209932,"M","S575094"
300209951,"M","S724000"
300210010,"H","S724000"
300210017,"M","S575094"
300210145,"M","S575020"
300210375,"M","S575020"
300210391,"M","S724000"
300210430,"H","S575094"
300210512,"H","S575094"
300210639,"H","S575094"
300210649,"H","S724000"
300210764,"M","S575094"
300210765,"M","S134313"
300210776,"M","S134313"
300210777,"H","S724000"
300210781,"M","S724000"
300210790,"M","S134313"
300300020,"H","S575094"
300300067,"M","S134313"
300300075,"M","S575094"
300300258,"H","S724000"
300300318,"H","S724000"
300300345,"H","S724000"
300300499,"H","S554013"
300300507,"H","S724000"
300300626,"M","S134313"
300300676,"M","S134313"
300300681,"M","S724000"
300300696,"M","S134313"
300300729,"H","S575094"
300300733,"M","S724000"
300300743,"M","S724000"
300300792,"H","S575094"
300300943,"M","S458044"
300301061,"M","S134313"
300301125,"M","S724000"
300301227,"H","S134313"
300301420,"M","S575020"
300301488,"M","S724000"
300301690,"H","S575094"
300301897,"H","S575094"
300301903,"M","S575094"
300301924,"M","S134313"
300301996,"M","S575020"
300302044,"M","S575020"
300302096,"H","S724000"
300302215,"H","S134313"
300302428,"M","S575094"
300302541,"M","S575020"
300302675,"H","S724000"
300302885,"M","S575094"
300302970,"M","S575020"
300302975,"M","S575020"
300302982,"M","S575020"
300303064,"M","S724000"
300303102,"M","S724000"
300303160,"M","S575094"
300303216,"M","S575020"
300303304,"M","S724000"
300303374,"M","S134313"
300303393,"M","S724000"
300303503,"M","S575020"
300303555,"M","S134313"
300303658,"M","S134313"
300303744,"M","S724000"
300303769,"H","S134313"
300304046,"M","S724000"
300304057,"H","S575094"
300304120,"H","S554013"
300304161,"M","S724000"
300304185,"M","S134313"
300304395,"M","S724000"
300304471,"M","S724000"
300304600,"M","S575020"
300304608,"M","S575020"
300304613,"M","S724000"
300304641,"H","S724000"
300304732,"M","S724000"
300304838,"M","S134313"
300304850,"H","S134313"
300304876,"H","S724000"
300304912,"H","S134306"
300304945,"M","S575020"
300305005,"M","S575094"
300305020,"M","S134313"
300305082,"M","S575020"
300305115,"M","S724000"
300305288,"M","S724000"
300305367,"M","S554013"
300305479,"M","S458044"
300305714,"M","S458044"
300305801,"H","S134313"
300305810,"H","S724000"
300305888,"M","S575020"
300305936,"M","S724000"
300305959,"M","S134313"
300306008,"M","S724000"
300306155,"M","S575020"
300306171,"M","S134313"
300306228,"M","S134313"
300306261,"H","S724000"
300306782,"H","S724000"
300306862,"M","S724000"
300307015,"M","S134313"
300307044,"H","S575020"
300307068,"H","S724000"
300307092,"M","S134313"
300307126,"H","S575020"
300307343,"M","S724000"
300307406,"M","S724000"
300307450,"M","S134313"
300307544,"H","S575094"
300307571,"M","S554013"
300307595,"H","S575094"
300307603,"H","S724000"
300307717,"M","S724000"
300307754,"H","S554013"
300307795,"M","S575020"
300308120,"H","S134313"
300308137,"H","S554013"
300308226,"H","S724000"
300308237,"M","S724000"
300308257,"M","S575020"
300308264,"M","S458044"
300308317,"H","S134306"
300308324,"H","S724000"
300308375,"H","S575094"
300308466,"M","S134313"
300308782,"M","S575020"
300308830,"H","S724000"
300308843,"H","S724000"
300308898,"H","S134313"
300308935,"H","S134313"
300308950,"M","S458044"
300308982,"H","S134313"
300309020,"H","S575094"
300309129,"M","S724000"
300309172,"H","S134313"
300309187,"M","S134311"
300309234,"M","S575094"
300309249,"M","S575020"
300309409,"H","S724000"
300309516,"M","S575020"
300309530,"M","S575020"
300309568,"H","S554013"
300309590,"H","S724000"
300309764,"M","S575020"
300309939,"M","S724000"
300309948,"M","S724000"
300309968,"H","S134313"
300310118,"H","S575094"
300310212,"M","S134313"
300310240,"M","S134306"
300310295,"M","S575094"
300310301,"H","S575020"
300310611,"M","S724000"
300310634,"M","S134313"
300310722,"M","S134313"
300400084,"M","S575094"
300400183,"M","S724000"
300400229,"M","S575020"
300400239,"H","S724000"
300400308,"M","S724000"
300400315,"M","S575020"
300400404,"M","S724000"
300400544,"M","S134313"
300400550,"H","S724000"
300400682,"H","S724000"
300400697,"H","S724000"
300400924,"M","S134313"
300400944,"H","S724000"
300400950,"M","S724000"
300401119,"H","S575094"
300401137,"M","S724000"
300401145,"M","S575094"
300401198,"M","S575094"
300401258,"M","S134313"
300401277,"M","S458044"
300401295,"M","S724000"
300401333,"M","S724000"
300401360,"H","S134313"
300401367,"H","S575020"
300401536,"M","S724000"
300401540,"M","S724000"
300401547,"M","S724000"
300401563,"H","S575094"
300401571,"H","S575094"
300401629,"M","S575094"
300401648,"M","S724000"
300401689,"H","S575094"
300401703,"M","S724000"
300401756,"M","S724000"
300401762,"M","S575094"
300401779,"M","S575020"
300401831,"H","S575094"
300401882,"H","S134313"
300402463,"M","S724000"
300402544,"H","S724000"
300402555,"H","S724000"
300402690,"H","S724000"
300402778,"M","S134313"
300403285,"M","S134306"
300403308,"M","S575094"
300403396,"M","S134313"
300403508,"M","S134313"
300403612,"M","S724000"
300403655,"M","S724000"
300403718,"M","S575020"
300403761,"M","S724000"
300403779,"M","S575094"
300403783,"H","S575094"
300403826,"M","S575020"
300403848,"M","S458044"
300403874,"M","S134313"
300404100,"M","S134313"
300404643,"H","S134313"
300404781,"M","S458044"
300404903,"H","S724000"
300404982,"M","S724000"
300405183,"H","S575020"
300405203,"M","S458044"
300405726,"M","S458044"
300405746,"M","S724000"
300405781,"H","S575094"
300405792,"H","S724000"
300405962,"M","S134313"
300406028,"M","S134313"
300406118,"M","S724000"
300406175,"M","S575094"
300406191,"M","S724000"
300406214,"M","S724000"
300406338,"M","S724000"
300406520,"M","S575020"
300406541,"M","S724000"
300406573,"M","S134313"
300406985,"M","S134313"
300407206,"M","S575020"
300407335,"M","S724000"
300407432,"M","S724000"
300407438,"M","S575094"
300407461,"H","S575094"
300407605,"M","S575020"
300407655,"M","S724000"
300407755,"M","S575094"
300407968,"H","S724000"
300408070,"M","S724000"
300408147,"H","S724000"
300408265,"H","S134313"
300408320,"H","S724000"
300408351,"H","S724000"
300408367,"H","S724000"
300408372,"H","S134313"
300408378,"H","S575094"
300408406,"M","S134313"
300408507,"H","S724000"
300408759,"M","S724000"
300408868,"M","S575094"
300409006,"M","S724000"
300409074,"H","S575020"
300409128,"M","S575094"
300409133,"H","S724000"
300409158,"M","S575020"
300409227,"M","S134313"
300409242,"M","S575094"
300409376,"H","S724000"
300409385,"H","S575094"
300409503,"M","S134313"
300409576,"H","S575094"
300409727,"M","S724000"
300410044,"M","S134313"
300410172,"H","S724000"
300410300,"M","S554013"
300410316,"M","S134313"
300410338,"M","S575020"
300410395,"M","S575020"
300410615,"H","S724000"
300410665,"H","S134313"
300410705,"M","S724000"
300410711,"H","S575094"
300410762,"H","S575094"
300500030,"M","S575094"
300500042,"M","S724000"
300500340,"H","S134313"
300500389,"M","S724000"
300500440,"M","S724000"
300500586,"M","S134313"
300500639,"H","S724000"
300500756,"H","S724000"
300500923,"H","S134313"
300500947,"H","S724000"
300501016,"H","S724000"
300501067,"H","S575020"
300501607,"M","S134313"
300501621,"M","S575094"
300501675,"H","S575020"
300501761,"H","S724000"
300501872,"H","S134313"
300501885,"H","S575094"
300501999,"M","S724000"
300502014,"M","S458044"
300502142,"M","S134313"
300502180,"H","S134313"
300502208,"M","S575094"
300502437,"M","S575094"
300502732,"M","S724000"
300502772,"H","S134311"
300502915,"M","S134313"
300502969,"M","S554013"
300503050,"M","S575094"
300503305,"H","S575094"
300503820,"H","S575094"
300503854,"M","S724000"
300503945,"M","S724000"
300503980,"M","S134313"
300504109,"M","S134313"
300504223,"M","S846000"
300504304,"M","S575094"
300504314,"M","S134313"
300504375,"H","S575094"
300504441,"H","S575020"
300504480,"M","S575020"
300504500,"M","S724000"
300504626,"H","S724000"
300504710,"M","S575020"
300504771,"H","S575094"
300504841,"H","S724000"
300504852,"M","S575094"
300504916,"M","S724000"
300504963,"H","S458044"
300505018,"M","S575020"
300505171,"H","S724000"
300505202,"M","S134313"
300505244,"M","S575020"
300505281,"M","S724000"
300505301,"M","S575020"
300505326,"H","S724000"
300505424,"H","S575020"
300505541,"M","S134313"
300505614,"H","S554013"
300505768,"M","S575094"
300505823,"M","S724000"
300505849,"M","S554013"
300505857,"H","S554013"
300505963,"M","S458044"
300506014,"M","S724000"
300506235,"H","S575094"
300506299,"H","S458044"
300506317,"M","S724000"
300506324,"H","S724000"
300506428,"M","S575020"
300506517,"M","S575094"
300506560,"M","S575020"
300506574,"H","S575020"
300506579,"H","S724000"
300506632,"H","S134313"
300506799,"H","S724000"
300506816,"M","S724000"
300506881,"H","S575094"
300506966,"M","S724000"
300507065,"H","S134313"
300507118,"M","S134313"
300507154,"M","S134313"
300507160,"M","S724000"
300507247,"M","S575020"
300507389,"H","S724000"
300507453,"M","S575020"
300507480,"H","S575094"
300507669,"M","S575020"
300507773,"H","S724000"
300507895,"M","S134313"
300507910,"M","S575094"
300507913,"M","S724000"
300508083,"M","S134313"
300508236,"M","S575094"
300508576,"M","S575094"
300508637,"H","S724000"
300508698,"H","S575094"
300508733,"H","S575094"
300508743,"M","S575020"
300508869,"H","S575020"
300508966,"M","S134313"
300508973,"M","S724000"
300509100,"H","S575094"
300509124,"M","S724000"
300509264,"M","S724000"
300509492,"M","S134313"
300509517,"M","S134313"
300509624,"M","S575020"
300509639,"M","S134313"
300509658,"H","S458044"
300509683,"H","S724000"
300509709,"H","S575094"
300509994,"M","S724000"
300510033,"M","S724000"
300510086,"M","S458044"
300510104,"M","S575020"
300510157,"M","S575094"
300510354,"M","S575020"
300510417,"M","S134313"
300510428,"H","S724000"
300510743,"H","S134313"
300510755,"M","S458044"
300600027,"H","S575020"
300600207,"M","S724000"
300600344,"M","S724000"
300600402,"M","S724000"
300600554,"M","S134313"
300600642,"H","S134313"
300600739,"M","S575020"
300600774,"H","S724000"
300601001,"M","S458044"
300601074,"H","S134311"
300601118,"H","S724000"
300601285,"H","S554013"
300601300,"H","S134313"
300601337,"H","S134313"
300601357,"M","S575094"
300601369,"M","S575020"
300601517,"M","S134313"
300601575,"M","S134313"
300601614,"H","S134313"
300601650,"M","S575094"
300601784,"M","S554013"
300602119,"H","S724000"
300602214,"M","S724000"
300602343,"M","S575020"
300602470,"M","S724000"
300602503,"M","S458044"
300602537,"H","S724000"
300602717,"M","S575020"
300602755,"M","S724000"
300602833,"M","S134313"
300602851,"H","S554013"
300602908,"H","S134313"
300602938,"M","S134313"
300602990,"M","S724000"
300603052,"M","S134313"
300603105,"H","S575020"
300603154,"M","S575094"
300603234,"M","S575020"
300603244,"H","S724000"
300603257,"M","S724000"
300603348,"M","S575020"
300603722,"H","S724000"
300603735,"M","S575020"
300603815,"M","S575020"
300603865,"M","S575094"
300603911,"M","S724000"
300604326,"M","S134313"
300604396,"H","S724000"
300604445,"M","S134313"
300604623,"H","S724000"
300604673,"M","S575020"
300604729,"M","S575094"
300604739,"M","S575094"
300604746,"H","S724000"
300604832,"M","S575094"
300604874,"M","S134313"
300605047,"M","S724000"
300605055,"M","S575094"
300605071,"H","S724000"
300605429,"M","S134313"
300605464,"M","S134313"
300605648,"M","S724000"
300605790,"M","S134313"
300605832,"M","S724000"
300606054,"M","S134313"
300606206,"M","S575020"
300606272,"M","S724000"
300606298,"M","S724000"
300606312,"H","S575020"
300606342,"M","S134313"
300606602,"H","S724000"
300606648,"H","S134313"
300606684,"M","S134313"
300606724,"H","S134313"
300606940,"M","S134313"
300607010,"M","S458044"
300607078,"H","S554013"
300607099,"H","S724000"
300607114,"M","S554013"
300607198,"H","S134313"
300607249,"M","S724000"
300607403,"M","S458044"
300607512,"M","S134313"
300607531,"H","S575020"
300607586,"M","S575020"
300607613,"M","S724000"
300607640,"M","S458044"
300607645,"M","S575094"
300607915,"M","S575094"
300607940,"H","S575094"
300607958,"M","S724000"
300608126,"M","S724000"
300608149,"M","S724000"
300608217,"M","S134313"
300608434,"H","S575020"
300608788,"M","S575020"
300608923,"M","S575094"
300609032,"M","S724000"
300609062,"M","S724000"
300609139,"M","S134313"
300609188,"M","S575094"
300609207,"M","S575094"
300609219,"H","S575020"
300609263,"M","S724000"
300609307,"M","S724000"
300609323,"H","S724000"
300609389,"M","S134313"
300609477,"H","S575094"
300609491,"M","S724000"
300609628,"M","S134313"
300609721,"M","S575020"
300609776,"H","S724000"
300609950,"M","S575020"
300609967,"H","S575094"
300610040,"M","S134313"
300610062,"H","S575094"
300610293,"M","S575094"
300610312,"H","S134313"
300610327,"M","S575020"
300610372,"H","S575020"
300610468,"M","S134313"
300610481,"H","S575094"
300610493,"M","S724000"
300610501,"H","S134313"
300610586,"H","S134313"
300610677,"M","S724000"
300700039,"H","S724000"
300700235,"H","S724000"
300700391,"M","S134313"
300700687,"H","S554013"
300700732,"H","S724000"
300700964,"H","S724000"
300701156,"H","S134313"
300701166,"M","S134313"
300701465,"H","S575094"
300701686,"M","S724000"
300701795,"M","S134313"
300701832,"H","S575020"
300701861,"H","S134306"
300702008,"M","S134313"
300702097,"M","S575094"
300702117,"M","S134313"
300702188,"M","S134313"
300702243,"M","S134313"
300702380,"M","S724000"
300702397,"M","S724000"
300702407,"H","S575094"
300702420,"H","S724000"
300702540,"H","S724000"
300702562,"M","S575020"
300702571,"M","S575020"
300702579,"H","S458044"
300702591,"M","S724000"
300702606,"M","S575094"
300702614,"M","S575020"
300703087,"H","S724000"
300703124,"M","S575094"
300703193,"M","S724000"
300703236,"H","S575094"
300703246,"M","S724000"
300703394,"H","S575094"
300703440,"H","S134313"
300703452,"M","S554013"
300703468,"M","S575094"
300703497,"H","S575094"
300703683,"H","S724000"
300703968,"M","S575094"
300704044,"M","S575020"
300704074,"M","S575020"
300704228,"M","S554013"
300704478,"M","S134313"
300704489,"M","S134313"
300704498,"M","S724000"
300704540,"H","S724000"
300704639,"H","S724000"
300704794,"H","S575020"
300704835,"H","S724000"
300704998,"H","S724000"
300705067,"M","S134313"
300705132,"M","S458044"
300705364,"H","S724000"
300705449,"H","S575020"
300705462,"M","S134313"
300705557,"H","S724000"
300705724,"M","S724000"
300705785,"M","S134313"
300705828,"M","S458044"
300705854,"M","S575020"
300705874,"H","S724000"
300706032,"H","S575094"
300706104,"H","S724000"
300706405,"M","S724000"
300706411,"H","S575020"
300706682,"H","S575020"
300706749,"M","S134313"
300706870,"M","S724000"
300707155,"H","S724000"
300707165,"M","S724000"
300707252,"M","S724000"
300707366,"H","S575020"
300707405,"H","S134313"
300707528,"H","S724000"
300707607,"M","S724000"
300707612,"M","S724000"
300707695,"M","S575094"
300707719,"H","S575020"
300707776,"M","S724000"
300707816,"M","S134313"
300707826,"M","S724000"
300707849,"M","S575020"
300707875,"M","S575020"
300707881,"M","S134313"
300707948,"M","S724000"
300707982,"M","S575020"
300708183,"M","S724000"
300708284,"M","S724000"
300708316,"H","S575094"
300708563,"M","S575094"
300708621,"H","S575020"
300708680,"M","S575020"
300708773,"H","S575020"
300708959,"M","S134313"
300709001,"M","S724000"
300709011,"M","S458044"
300709205,"M","S724000"
300709398,"M","S575094"
300709411,"H","S575094"
300709563,"M","S724000"
300709715,"H","S575094"
300709720,"M","S134313"
300709965,"M","S134313"
300709974,"M","S134313"
300710095,"M","S575020"
300710137,"M","S724000"
300710180,"H","S724000"
300710214,"H","S724000"
300710438,"H","S458044"
300710491,"H","S575020"
300710602,"M","S575094"
300710617,"M","S134313"
300710622,"H","S724000"
300800022,"H","S554013"
300800148,"M","S134313"
300800393,"M","S575020"
300800449,"M","S458044"
300800453,"H","S575094"
300800647,"M","S575094"
300801737,"M","S724000"
300801803,"M","S554013"
300801990,"M","S575020"
300802030,"M","S575094"
300802174,"M","S724000"
300802213,"M","S575020"
300802413,"M","S724000"
300802445,"M","S724000"
300802504,"H","S724000"
300802652,"M","S724000"
300802663,"M","S134313"
300802709,"M","S134313"
300802792,"M","S134313"
300803059,"H","S134306"
300803350,"H","S575094"
300803360,"H","S724000"
300803416,"H","S724000"
300803894,"M","S134313"
300803961,"M","S134313"
300803964,"H","S575094"
300804113,"M","S575094"
300804283,"H","S134306"
300804321,"H","S575094"
300804397,"H","S724000"
300804520,"H","S575020"
300804548,"H","S575094"
300804551,"H","S575094"
300804598,"M","S134313"
300804602,"M","S134313"
300804616,"M","S724000"
300804681,"M","S724000"
300804861,"H","S134313"
300804865,"M","S134313"
300804991,"M","S134313"
300805022,"H","S724000"
300805035,"M","S575094"
300805090,"M","S724000"
300805128,"M","S134313"
300805159,"H","S575094"
300805195,"M","S724000"
300805204,"M","S724000"
300805355,"H","S575094"
300805445,"M","S575094"
300805603,"H","S134313"
300805749,"M","S724000"
300805771,"H","S575094"
300805787,"H","S575094"
300806117,"M","S554013"
300806144,"H","S724000"
300806377,"H","S724000"
300806417,"H","S724000"
300806451,"M","S575020"
300806521,"M","S724000"
300806737,"H","S575094"
300806965,"M","S724000"
300806992,"H","S575094"
300807005,"M","S575020"
300807152,"H","S575020"
300807241,"M","S134313"
300807257,"M","S575020"
300807304,"H","S575020"
300807489,"M","S575094"
300807700,"M","S134313"
300807863,"M","S458044"
300807884,"M","S575094"
300807976,"M","S575094"
300808023,"M","S575094"
300808138,"M","S724000"
300808247,"M","S724000"
300808285,"H","S575094"
300808393,"M","S554013"
300808561,"H","S724000"
300808596,"H","S575094"
300808739,"M","S575094"
300808781,"M","S134313"
300808889,"M","S134313"
300809052,"H","S575094"
300809181,"M","S458044"
300809204,"H","S134313"
300809381,"M","S724000"
300809593,"H","S458044"
300809609,"M","S575020"
300809827,"M","S724000"
300809839,"H","S575020"
300809937,"M","S134313"
300810039,"H","S134313"
300810132,"M","S724000"
300810187,"M","S134313"
300810224,"M","S575094"
300810439,"H","S575094"
300810498,"H","S575094"
300810727,"H","S575094"
300900120,"H","S724000"
300900233,"H","S724000"
300900275,"H","S724000"
300900437,"H","S458044"
300900468,"M","S134313"
300900513,"M","S724000"
300900593,"H","S724000"
300900645,"M","S575094"
300900658,"M","S575094"
300900731,"H","S575094"
300900843,"H","S724000"
300900921,"H","S724000"
300900952,"M","S134313"
300900966,"M","S724000"
300901007,"H","S134313"
300901232,"M","S724000"
300901253,"M","S724000"
300901275,"H","S724000"
300901282,"M","S134306"
300901296,"H","S575020"
300901469,"M","S134313"
300901691,"M","S724000"
300901697,"M","S134313"
300902060,"M","S134313"
300902129,"H","S724000"
300902296,"H","S134313"
300902431,"M","S575020"
