"","FOLIO","SEXO","OPC_ED01"
"6396","290608570","M","S715000"
"6397","290608616","H","S573013"
"6398","290608620","H","S715000"
"6399","290608737","H","S715000"
"6400","290608763","H","S456076"
"6401","290608768","H","S456076"
"6402","290608790","H","S132302"
"6403","290608849","M","S715000"
"6404","290608869","M","S715000"
"6405","290608891","M","S715000"
"6406","290608922","H","S715000"
"6407","290608935","M","S715000"
"6408","290608944","H","S456036"
"6409","290608952","H","S132302"
"6410","290608964","H","S715000"
"6411","290608989","M","S715000"
"6412","290609002","M","S715000"
"6413","290609014","M","S132302"
"6414","290609110","M","S571086"
"6415","290609131","H","S132302"
"6416","290609313","H","S715000"
"6417","290609328","H","S715000"
"6418","290609333","H","S456076"
"6419","290609389","M","S132302"
"6420","290609539","H","S456076"
"6421","290609595","H","S715000"
"6422","290609613","H","S715000"
"6423","290609636","H","S132302"
"6424","290700485","M","S715000"
"6425","290700493","M","S715000"
"6426","290700609","H","S715000"
"6427","290700619","M","S132302"
"6428","290700747","H","S715000"
"6429","290700782","H","S715000"
"6430","290701048","M","S456036"
"6431","290701090","M","S715000"
"6432","290701149","M","S715000"
"6433","290701283","M","S132313"
"6434","290701320","M","S132313"
"6435","290701341","H","S715000"
"6436","290701486","M","S456036"
"6437","290701603","M","S715000"
"6438","290701615","M","S132313"
"6439","290701634","M","S715000"
"6440","290701651","H","S715000"
"6441","290701712","H","S715000"
"6442","290701721","H","S132313"
"6443","290701740","M","S715000"
"6444","290701746","H","S715000"
"6445","290701752","M","S132313"
"6446","290701760","M","S715000"
"6447","290701973","H","S715000"
"6448","290702049","H","S715000"
"6449","290702165","H","S715000"
"6450","290702203","M","S132302"
"6451","290702347","H","S715000"
"6452","290702597","M","S715000"
"6453","290702610","H","S715000"
"6454","290702627","M","S571086"
"6455","290702694","M","S715000"
"6456","290702732","M","S132302"
"6457","290702788","H","S132302"
"6458","290702819","H","S132302"
"6459","290702920","M","S715000"
"6460","290702927","M","S715000"
"6461","290702947","M","S456036"
"6462","290702996","M","S132313"
"6463","290703003","H","S715000"
"6464","290703372","M","S132302"
"6465","290703410","H","S715000"
"6466","290703435","H","S715000"
"6467","290703670","M","S132313"
"6468","290703698","H","S715000"
"6469","290703706","H","S715000"
"6470","290703721","H","S715000"
"6471","290703743","H","S715000"
"6472","290703866","H","S571086"
"6473","290704013","M","S573013"
"6474","290704055","M","S715000"
"6475","290704057","M","S715000"
"6476","290704059","H","S715000"
"6477","290704082","M","S715000"
"6478","290704102","M","S715000"
"6479","290704112","M","S715000"
"6480","290704124","H","S456076"
"6481","290704163","H","S715000"
"6482","290704173","H","S715000"
"6483","290704240","M","S715000"
"6484","290704273","M","S715000"
"6485","290704440","H","S456076"
"6486","290704445","H","S715000"
"6487","290704481","H","S715000"
"6488","290704487","M","S132302"
"6489","290704569","M","S715000"
"6490","290704583","H","S132313"
"6491","290704623","H","S715000"
"6492","290704770","M","S715000"
"6493","290704830","M","S132313"
"6494","290704906","H","S456076"
"6495","290705039","M","S132302"
"6496","290705220","M","S715000"
"6497","290705231","M","S715000"
"6498","290705235","M","S715000"
"6499","290705245","M","S132313"
"6500","290705250","M","S715000"
"6501","290705293","H","S715000"
"6502","290705318","M","S132313"
"6503","290705405","H","S715000"
"6504","290705408","M","S705000"
"6505","290705510","M","S715000"
"6506","290705563","H","S132313"
"6507","290705584","M","S715000"
"6508","290705773","M","S715000"
"6509","290705777","H","S715000"
"6510","290705911","H","S715000"
"6511","290705959","M","S715000"
"6512","290705964","M","S571086"
"6513","290706038","H","S715000"
"6514","290706139","M","S715000"
"6515","290706144","H","S456076"
"6516","290706174","M","S132313"
"6517","290706203","M","S571086"
"6518","290706334","M","S715000"
"6519","290706494","M","S715000"
"6520","290706506","M","S132313"
"6521","290706576","M","S456076"
"6522","290706587","M","S571086"
"6523","290706620","M","S715000"
"6524","290706631","H","S715000"
"6525","290706651","M","S715000"
"6526","290706691","H","S715000"
"6527","290706708","H","S715000"
"6528","290706728","H","S715000"
"6529","290706744","H","S132302"
"6530","290706920","H","S132313"
"6531","290706990","M","S456036"
"6532","290707209","H","S715000"
"6533","290707225","H","S715000"
"6534","290707270","M","S715000"
"6535","290707286","M","S132313"
"6536","290707372","H","S715000"
"6537","290707458","H","S132302"
"6538","290707467","H","S715000"
"6539","290707576","M","S715000"
"6540","290707627","H","S132313"
"6541","290707910","H","S715000"
"6542","290707998","M","S715000"
"6543","290708017","M","S715000"
"6544","290708071","M","S715000"
"6545","290708145","H","S715000"
"6546","290708312","M","S132313"
"6547","290708319","H","S715000"
"6548","290708325","M","S715000"
"6549","290708329","H","S715000"
"6550","290708345","M","S715000"
"6551","290708434","H","S132313"
"6552","290708439","M","S132302"
"6553","290708537","M","S132313"
"6554","290708651","M","S715000"
"6555","290708704","H","S456036"
"6556","290708711","M","S715000"
"6557","290708735","M","S715000"
"6558","290708740","M","S571086"
"6559","290708785","H","S456076"
"6560","290708813","H","S715000"
"6561","290708818","M","S715000"
"6562","290708828","M","S715000"
"6563","290708885","M","S132313"
"6564","290708893","M","S715000"
"6565","290708926","H","S715000"
"6566","290708943","H","S132313"
"6567","290708956","H","S715000"
"6568","290708969","M","S132313"
"6569","290708977","H","S715000"
"6570","290709403","H","S715000"
"6571","290709410","M","S132313"
"6572","290709443","M","S456036"
"6573","290709446","H","S715000"
"6574","290709658","H","S456076"
"6575","290709687","M","S715000"
"6576","290709694","H","S132313"
"6577","290800537","M","S715000"
"6578","290800667","M","S715000"
"6579","290800734","M","S715000"
"6580","290800771","M","S715000"
"6581","290800776","M","S456036"
"6582","290800786","M","S715000"
"6583","290800843","M","S715000"
"6584","290800844","M","S715000"
"6585","290800862","M","S715000"
"6586","290800873","M","S456036"
"6587","290800916","H","S132313"
"6588","290800943","M","S715000"
"6589","290800969","M","S715000"
"6590","290800974","H","S715000"
"6591","290801072","M","S715000"
"6592","290801127","H","S132313"
"6593","290801138","M","S132313"
"6594","290801195","M","S715000"
"6595","290801222","H","S132313"
"6596","290801227","H","S573013"
"6597","290801265","M","S715000"
"6598","290801276","H","S715000"
"6599","290801300","H","S715000"
"6600","290801303","H","S132313"
"6601","290801402","H","S715000"
"6602","290801449","H","S715000"
"6603","290801602","M","S715000"
"6604","290801605","M","S715000"
"6605","290801630","M","S571086"
"6606","290801647","H","S456076"
"6607","290801660","M","S132313"
"6608","290801713","M","S715000"
"6609","290801718","M","S715000"
"6610","290801900","M","S132302"
"6611","290801912","H","S715000"
"6612","290801926","H","S715000"
"6613","290801947","H","S715000"
"6614","290801969","M","S715000"
"6615","290801979","H","S715000"
"6616","290801993","M","S715000"
"6617","290802030","M","S715000"
"6618","290802056","M","S715000"
"6619","290802169","H","S715000"
"6620","290802213","M","S715000"
"6621","290802285","M","S132302"
"6622","290802307","H","S132302"
"6623","290802368","H","S132313"
"6624","290802424","H","S132313"
"6625","290802447","M","S715000"
"6626","290802493","M","S715000"
"6627","290802551","M","S132313"
"6628","290802583","M","S715000"
"6629","290802591","H","S132302"
"6630","290802718","M","S715000"
"6631","290802749","H","S573087"
"6632","290802767","H","S132302"
"6633","290802781","M","S132313"
"6634","290802971","H","S715000"
"6635","290802973","H","S715000"
"6636","290802985","M","S132313"
"6637","290803046","M","S715000"
"6638","290803050","M","S715000"
"6639","290803055","M","S715000"
"6640","290803066","M","S715000"
"6641","290803079","H","S456076"
"6642","290803083","H","S132302"
"6643","290803097","M","S715000"
"6644","290803160","M","S715000"
"6645","290803164","M","S132313"
"6646","290803172","H","S132302"
"6647","290803200","H","S715000"
"6648","290803227","M","S132302"
"6649","290803256","M","S715000"
"6650","290803343","H","S715000"
"6651","290803352","M","S715000"
"6652","290803447","M","S715000"
"6653","290803456","M","S132302"
"6654","290803496","M","S132313"
"6655","290803514","H","S715000"
"6656","290803517","M","S132313"
"6657","290803555","M","S456076"
"6658","290803581","M","S132302"
"6659","290803646","M","S132313"
"6660","290803660","M","S715000"
"6661","290803679","M","S132313"
"6662","290803755","M","S132313"
"6663","290803767","H","S715000"
"6664","290803804","H","S567060"
"6665","290803813","H","S715000"
"6666","290803817","H","S456076"
"6667","290803847","M","S715000"
"6668","290803984","M","S715000"
"6669","290804030","H","S132313"
"6670","290804040","H","S132302"
"6671","290804051","H","S715000"
"6672","290804106","M","S715000"
"6673","290804146","M","S715000"
"6674","290804154","M","S715000"
"6675","290804183","M","S132313"
"6676","290804229","M","S715000"
"6677","290804327","H","S132313"
"6678","290804333","M","S132313"
"6679","290804338","M","S571086"
"6680","290804342","H","S132302"
"6681","290804437","M","S132313"
"6682","290804441","H","S132302"
"6683","290804455","H","S715000"
"6684","290804499","M","S715000"
"6685","290804514","H","S715000"
"6686","290804527","M","S715000"
"6687","290804530","M","S715000"
"6688","290804562","H","S715000"
"6689","290804579","M","S715000"
"6690","290804594","M","S715000"
"6691","290804599","H","S715000"
"6692","290804648","M","S132313"
"6693","290804687","M","S132313"
"6694","290804813","M","S715000"
"6695","290804846","M","S132302"
"6696","290804883","M","S132313"
"6697","290804916","M","S715000"
"6698","290805088","H","S715000"
"6699","290805092","M","S456036"
"6700","290805144","M","S132302"
"6701","290805190","H","S571086"
"6702","290805206","M","S132302"
"6703","290805236","M","S456036"
"6704","290805269","M","S132302"
"6705","290805399","H","S456076"
"6706","290805431","H","S571086"
"6707","290805478","H","S132302"
"6708","290805744","M","S715000"
"6709","290805766","M","S132302"
"6710","290805792","H","S715000"
"6711","290805798","H","S132302"
"6712","290805917","M","S132313"
"6713","290805945","H","S715000"
"6714","290805948","H","S715000"
"6715","290806047","M","S715000"
"6716","290806152","M","S715000"
"6717","290806172","M","S132313"
"6718","290806192","H","S132313"
"6719","290806251","H","S456076"
"6720","290806276","M","S132302"
"6721","290806296","H","S715000"
"6722","290806338","M","S456036"
"6723","290806346","M","S715000"
"6724","290806373","H","S715000"
"6725","290806407","M","S715000"
"6726","290806430","M","S715000"
"6727","290806543","H","S573087"
"6728","290806549","M","S132313"
"6729","290806585","H","S571086"
"6730","290806596","M","S715000"
"6731","290806604","M","S715000"
"6732","290806652","M","S456036"
"6733","290806662","M","S715000"
"6734","290806663","H","S456076"
"6735","290806675","H","S715000"
"6736","290806683","H","S715000"
"6737","290806686","M","S715000"
"6738","290806702","H","S715000"
"6739","290806976","H","S132302"
"6740","290807932","M","S132313"
"6741","290807937","H","S715000"
"6742","290807978","H","S456076"
"6743","290807979","M","S715000"
"6744","290807986","M","S715000"
"6745","290807993","M","S715000"
"6746","290808052","M","S132313"
"6747","290808058","M","S763000"
"6748","290808076","H","S715000"
"6749","290808091","H","S571086"
"6750","290808099","M","S715000"
"6751","290808128","M","S715000"
"6752","290808139","H","S132313"
"6753","290808216","M","S715000"
"6754","290808229","M","S132313"
"6755","290808255","M","S715000"
"6756","290808276","H","S456076"
"6757","290808282","M","S456036"
"6758","290808286","M","S715000"
"6759","290808302","M","S132313"
"6760","290808366","M","S132313"
"6761","290808374","M","S715000"
"6762","290808416","M","S571086"
"6763","290808423","M","S132302"
"6764","290808455","M","S132313"
"6765","290808493","M","S132313"
"6766","290808505","H","S571086"
"6767","290808564","M","S132302"
"6768","290808573","M","S715000"
"6769","290808625","M","S132302"
"6770","290808632","H","S456076"
"6771","290808636","M","S715000"
"6772","290808652","M","S132302"
"6773","290809071","M","S132313"
"6774","290809101","M","S456036"
"6775","290809133","M","S715000"
"6776","290809137","M","S573013"
"6777","290809140","M","S715000"
"6778","290809148","M","S132313"
"6779","290809195","M","S132313"
"6780","290809264","M","S132313"
"6781","290809320","H","S132302"
"6782","290809537","M","S715000"
"6783","290809569","H","S456036"
"6784","290809594","H","S715000"
"6785","299009698","M","S132313"
"6786","299009702","H","S715000"
"6787","299009710","H","S715000"
"6788","299900006","M","S715000"
"6789","299900011","M","S456076"
"6790","299900017","M","S132313"
"6791","299900019","H","S132302"
"6792","299900020","H","S715000"
"6793","299900024","M","S715000"
"6794","299900025","H","S456076"
"6795","299900042","M","S715000"
"6796","299900044","H","S715000"
"6797","299900047","M","S715000"
"6798","299900049","H","S477046"
"6799","299900053","H","S715000"
"6800","299900063","M","S715000"
"6801","299900073","H","S132302"
"6802","299900084","M","S715000"
"6803","299900096","H","S711000"
"6804","299900113","M","S132313"
"6805","299900115","H","S715000"
"6806","299900116","M","S715000"
"6807","299900123","M","S715000"
"6808","299900125","H","S132302"
"6809","299900130","M","S715000"
"6810","299900133","H","S132302"
"6811","299900136","H","S715000"
"6812","299900137","M","S715000"
"6813","299900138","M","S132313"
"6814","299900142","H","S132313"
"6815","299900149","H","S456076"
"6816","299900150","H","S715000"
"6817","299900151","H","S456036"
"6818","299900153","M","S715000"
"6819","299900156","H","S715000"
"6820","299900174","M","S571086"
"6821","299900176","M","S456076"
"6822","299900177","H","S705000"
"6823","299900202","M","S715000"
"6824","299900226","M","S715000"
"6825","299900229","H","S715000"
"6826","299900230","H","S456076"
"6827","299900236","H","S715000"
"6828","299900237","M","S573013"
"6829","299900249","H","S715000"
"6830","299900266","M","S132302"
"6831","299900279","H","S715000"
"6832","299900281","M","S715000"
"6833","299900283","M","S715000"
"6834","299900295","M","S715000"
"6835","299900299","M","S715000"
"6836","299900301","M","S715000"
"6837","299900314","H","S715000"
"6838","299900317","H","S132302"
"6839","299900328","H","S715000"
"6840","299900330","H","S571086"
"6841","299900332","H","S715000"
"6842","299900340","H","S132302"
"6843","299900341","H","S715000"
"6844","299900342","M","S715000"
"6845","299900343","H","S715000"
"6846","299900346","H","S715000"
"6847","299900372","H","S715000"
"6848","299900373","M","S715000"
"6849","299900387","H","S132313"
"6850","299900395","M","S132313"
"6851","299900396","M","S715000"
"6852","299900402","H","S132313"
"6853","299900413","M","S715000"
"6854","299900416","H","S132302"
"6855","300100001","M","S724000"
"6856","300100296","M","S724000"
"6857","300100303","H","S724000"
"6858","300100314","M","S724000"
"6859","300100332","M","S724000"
"6860","300100355","H","S724000"
"6861","300100406","M","S575020"
"6862","300100480","M","S724000"
"6863","300100488","H","S724000"
"6864","300100630","M","S575094"
"6865","300100724","M","S724000"
"6866","300100780","M","S575020"
"6867","300100896","M","S458044"
"6868","300100922","M","S724000"
"6869","300100927","M","S724000"
"6870","300101030","H","S724000"
"6871","300101045","M","S724000"
"6872","300101112","M","S134313"
"6873","300101142","M","S134313"
"6874","300101177","M","S575020"
"6875","300101194","M","S724000"
"6876","300101211","M","S134306"
"6877","300101220","M","S134313"
"6878","300101383","H","S575020"
"6879","300101415","M","S724000"
"6880","300101483","M","S724000"
"6881","300101526","M","S134313"
"6882","300101530","H","S575020"
"6883","300101550","M","S134313"
"6884","300101590","H","S575020"
"6885","300101667","H","S575094"
"6886","300101726","H","S575020"
"6887","300101757","M","S134313"
"6888","300102027","M","S575020"
"6889","300102055","M","S575020"
"6890","300102061","M","S554013"
"6891","300102098","H","S575094"
"6892","300102138","M","S724000"
"6893","300102260","H","S724000"
"6894","300102272","M","S724000"
"6895","300102285","M","S575020"
"6896","300102293","M","S134313"
"6897","300102308","H","S724000"
"6898","300102326","M","S575020"
"6899","300102394","H","S724000"
"6900","300102636","M","S724000"
"6901","300102662","H","S724000"
"6902","300102730","H","S575094"
"6903","300102752","H","S134313"
"6904","300102756","M","S724000"
"6905","300102763","H","S134313"
"6906","300102773","H","S724000"
"6907","300102820","M","S575094"
"6908","300102960","M","S724000"
"6909","300102989","M","S458044"
"6910","300103080","M","S724000"
"6911","300103181","M","S134313"
"6912","300103198","M","S458044"
"6913","300103213","M","S555092"
"6914","300103224","M","S575094"
"6915","300103249","H","S575020"
"6916","300103326","H","S134311"
"6917","300103346","M","S724000"
"6918","300103371","M","S724000"
"6919","300103412","M","S458044"
"6920","300103472","M","S724000"
"6921","300103602","M","S724000"
"6922","300103609","M","S575094"
"6923","300103628","M","S554013"
"6924","300103734","H","S724000"
"6925","300103771","M","S724000"
"6926","300103787","H","S724000"
"6927","300103850","M","S575020"
"6928","300103858","H","S575020"
"6929","300104104","M","S054000"
"6930","300104148","M","S575020"
"6931","300104168","M","S724000"
"6932","300104186","H","S134313"
"6933","300104192","H","S575094"
"6934","300104279","H","S724000"
"6935","300104305","M","S575094"
"6936","300104355","M","S575020"
"6937","300104360","H","S724000"
"6938","300104403","H","S575094"
"6939","300104497","M","S575094"
"6940","300104505","M","S575020"
"6941","300104535","H","S724000"
"6942","300104633","M","S724000"
"6943","300104649","M","S134313"
"6944","300104665","H","S724000"
"6945","300104674","H","S724000"
"6946","300104694","H","S134313"
"6947","300104736","H","S724000"
"6948","300104747","M","S575020"
"6949","300104766","H","S724000"
"6950","300104848","M","S575020"
"6951","300104875","H","S724000"
"6952","300104886","H","S575020"
"6953","300104931","H","S554013"
"6954","300104956","M","S134311"
"6955","300105017","M","S134313"
"6956","300105141","H","S724000"
"6957","300105177","H","S134311"
"6958","300105197","H","S134313"
"6959","300105246","M","S575020"
"6960","300105299","M","S134313"
"6961","300105417","H","S724000"
"6962","300105439","M","S724000"
"6963","300105455","H","S134306"
"6964","300105493","H","S134313"
"6965","300105620","M","S575020"
"6966","300105825","H","S554013"
"6967","300105885","H","S724000"
"6968","300105891","H","S458044"
"6969","300105958","H","S724000"
"6970","300105966","M","S554013"
"6971","300106060","H","S724000"
"6972","300106094","H","S134306"
"6973","300106132","H","S575094"
"6974","300106163","H","S575094"
"6975","300106477","M","S458044"
"6976","300106525","M","S724000"
"6977","300106534","M","S134313"
"6978","300106548","H","S575094"
"6979","300106564","M","S575020"
"6980","300106659","M","S134313"
"6981","300106689","M","S575020"
"6982","300106713","H","S134313"
"6983","300106730","H","S575094"
"6984","300106757","M","S134313"
"6985","300106776","M","S134313"
"6986","300106781","M","S724000"
"6987","300106851","H","S724000"
"6988","300106887","M","S134313"
"6989","300106977","M","S724000"
"6990","300106989","H","S575094"
"6991","300107254","H","S724000"
"6992","300107263","H","S724000"
"6993","300107312","H","S724000"
"6994","300107391","H","S575094"
"6995","300107574","M","S724000"
"6996","300107686","H","S134313"
"6997","300107696","H","S134311"
"6998","300107707","M","S134313"
"6999","300107730","M","S724000"
"7000","300107733","M","S724000"
"7001","300107737","M","S134313"
"7002","300107750","M","S724000"
"7003","300107781","H","S134313"
"7004","300107794","H","S724000"
"7005","300107827","M","S724000"
"7006","300107860","M","S724000"
"7007","300107865","M","S724000"
"7008","300107917","M","S134313"
"7009","300108085","M","S554013"
"7010","300108142","M","S575094"
"7011","300108192","H","S575020"
"7012","300108213","M","S134313"
"7013","300108243","H","S724000"
"7014","300108301","M","S724000"
"7015","300108308","H","S134311"
"7016","300108333","H","S458044"
"7017","300108356","H","S134313"
"7018","300108374","H","S724000"
"7019","300108407","M","S134313"
"7020","300108498","M","S724000"
"7021","300108516","M","S554013"
"7022","300108529","M","S134313"
"7023","300108542","M","S134313"
"7024","300108717","H","S575094"
"7025","300108769","H","S458044"
"7026","300108837","M","S575094"
"7027","300108859","H","S134313"
"7028","300108873","M","S134313"
"7029","300108922","M","S575020"
"7030","300108941","H","S724000"
"7031","300108961","H","S134313"
"7032","300109049","M","S134313"
"7033","300109057","M","S724000"
"7034","300109138","M","S575094"
"7035","300109226","M","S458044"
"7036","300109235","H","S554013"
"7037","300109404","H","S134306"
"7038","300109417","H","S724000"
"7039","300109442","M","S724000"
"7040","300109533","H","S575020"
"7041","300109623","M","S458044"
"7042","300109708","H","S724000"
"7043","300109718","M","S554013"
"7044","300109729","M","S724000"
"7045","300109738","M","S134313"
"7046","300109858","M","S134313"
"7047","300109883","M","S724000"
"7048","300109906","H","S458044"
"7049","300109915","M","S724000"
"7050","300109945","M","S575094"
"7051","300109993","M","S724000"
"7052","300109996","M","S134313"
"7053","300110029","M","S575020"
"7054","300110041","H","S134311"
"7055","300110092","H","S575094"
"7056","300110101","M","S724000"
"7057","300110112","H","S724000"
"7058","300110141","H","S134311"
"7059","300110153","H","S134313"
"7060","300110164","H","S724000"
"7061","300110167","H","S134306"
"7062","300110181","M","S575020"
"7063","300110203","H","S134311"
"7064","300110220","M","S134313"
"7065","300110248","H","S575094"
"7066","300110322","M","S575094"
"7067","300110345","H","S724000"
"7068","300110360","H","S134311"
"7069","300110363","M","S575020"
"7070","300110367","H","S134306"
"7071","300110368","M","S575020"
"7072","300110370","H","S575094"
"7073","300110374","M","S575020"
"7074","300110576","M","S458044"
"7075","300110605","M","S724000"
"7076","300110691","M","S134313"
"7077","300110698","H","S134313"
"7078","300110754","M","S575094"
"7079","300200167","H","S575020"
"7080","300200197","M","S724000"
"7081","300200283","M","S134313"
"7082","300200368","M","S724000"
"7083","300200387","M","S724000"
"7084","300200395","H","S724000"
"7085","300200604","H","S724000"
"7086","300200672","H","S724000"
"7087","300200704","M","S134313"
"7088","300200717","M","S724000"
"7089","300200761","M","S134306"
"7090","300200788","H","S575020"
"7091","300200905","H","S724000"
"7092","300200981","M","S575094"
"7093","300201012","M","S458044"
"7094","300201160","M","S575094"
"7095","300201377","H","S575020"
"7096","300201398","M","S575020"
"7097","300201421","M","S575094"
"7098","300201437","M","S134313"
"7099","300201551","M","S724000"
"7100","300201572","M","S575094"
"7101","300201625","M","S575094"
"7102","300201657","M","S724000"
"7103","300201767","M","S134313"
"7104","300201955","M","S724000"
"7105","300201991","M","S724000"
"7106","300202005","H","S134306"
"7107","300202171","M","S575094"
"7108","300202205","M","S724000"
"7109","300202257","M","S134313"
"7110","300202301","M","S724000"
"7111","300202492","M","S724000"
"7112","300202542","H","S724000"
"7113","300202585","M","S724000"
"7114","300202627","H","S134313"
"7115","300202637","H","S724000"
"7116","300202658","H","S575094"
"7117","300202692","M","S724000"
"7118","300202934","H","S134306"
"7119","300202944","M","S134313"
"7120","300203231","M","S724000"
"7121","300203247","H","S575094"
"7122","300203260","M","S724000"
"7123","300203321","H","S575094"
"7124","300203342","M","S724000"
"7125","300203386","H","S724000"
"7126","300203400","M","S724000"
"7127","300203466","M","S575094"
"7128","300203491","H","S575020"
"7129","300203678","H","S724000"
"7130","300203685","M","S554013"
"7131","300203719","H","S724000"
"7132","300203806","H","S575094"
"7133","300203822","M","S724000"
"7134","300203828","M","S134313"
"7135","300203860","M","S458044"
"7136","300203878","H","S554013"
"7137","300203913","M","S134313"
"7138","300203967","M","S724000"
"7139","300203976","H","S554013"
"7140","300204038","M","S575094"
"7141","300204054","H","S554013"
"7142","300204108","H","S134313"
"7143","300204216","M","S575094"
"7144","300204257","H","S575020"
"7145","300204278","M","S724000"
"7146","300204301","M","S575020"
"7147","300204367","M","S134313"
"7148","300204400","M","S134313"
"7149","300204470","M","S134313"
"7150","300204486","M","S575020"
"7151","300204501","M","S724000"
"7152","300204530","H","S134306"
"7153","300204679","M","S724000"
"7154","300204686","M","S134313"
"7155","300204779","M","S724000"
"7156","300204826","H","S134313"
"7157","300204867","M","S724000"
"7158","300204891","M","S724000"
"7159","300204973","M","S575020"
"7160","300204985","M","S134313"
"7161","300205069","M","S724000"
"7162","300205105","H","S724000"
"7163","300205176","M","S724000"
"7164","300205193","M","S134313"
"7165","300205296","M","S724000"
"7166","300205335","H","S575094"
"7167","300205345","M","S724000"
"7168","300205435","H","S134306"
"7169","300205552","M","S575094"
"7170","300205663","M","S134313"
"7171","300205684","H","S134306"
"7172","300205981","M","S724000"
"7173","300206238","M","S134313"
"7174","300206245","H","S724000"
"7175","300206350","H","S724000"
"7176","300206380","M","S458044"
"7177","300206458","H","S724000"
"7178","300206480","M","S575020"
"7179","300206610","M","S575094"
"7180","300206619","M","S575094"
"7181","300206661","H","S724000"
"7182","300206685","H","S575094"
"7183","300206699","H","S554013"
"7184","300206715","H","S134313"
"7185","300206723","M","S458044"
"7186","300206766","H","S724000"
"7187","300206793","M","S134313"
"7188","300206823","H","S575094"
"7189","300206933","M","S724000"
"7190","300206947","M","S724000"
"7191","300206960","H","S724000"
"7192","300207006","M","S724000"
"7193","300207018","M","S458044"
"7194","300207098","M","S724000"
"7195","300207111","M","S724000"
"7196","300207258","M","S134313"
"7197","300207319","M","S724000"
"7198","300207417","H","S724000"
"7199","300207475","H","S724000"
"7200","300207557","H","S134306"
"7201","300207568","H","S724000"
"7202","300207600","H","S575094"
"7203","300207619","H","S575094"
"7204","300207852","H","S134306"
"7205","300207880","H","S724000"
"7206","300207938","M","S724000"
"7207","300208125","H","S554013"
"7208","300208185","M","S134306"
"7209","300208221","H","S134306"
"7210","300208240","M","S134313"
"7211","300208437","M","S134313"
"7212","300208443","H","S575020"
"7213","300208459","M","S458044"
"7214","300208525","M","S134313"
"7215","300208572","M","S134313"
"7216","300208594","M","S134313"
"7217","300208623","M","S575094"
"7218","300208676","M","S134313"
"7219","300208679","H","S724000"
"7220","300208756","M","S724000"
"7221","300208778","H","S724000"
"7222","300208854","H","S724000"
"7223","300208860","M","S134313"
"7224","300208875","H","S134313"
"7225","300208893","M","S458044"
"7226","300208906","M","S575020"
"7227","300208912","M","S724000"
"7228","300208955","H","S575020"
"7229","300209070","H","S575094"
"7230","300209126","H","S134311"
"7231","300209268","M","S724000"
"7232","300209351","H","S724000"
"7233","300209422","H","S554013"
"7234","300209512","H","S724000"
"7235","300209561","H","S575094"
"7236","300209567","M","S134313"
"7237","300209602","H","S724000"
"7238","300209610","M","S575020"
"7239","300209634","M","S724000"
"7240","300209652","M","S458044"
"7241","300209716","H","S724000"
"7242","300209724","H","S575094"
"7243","300209772","M","S575094"
"7244","300209787","M","S724000"
"7245","300209798","M","S575094"
"7246","300209872","M","S134313"
"7247","300209920","M","S575020"
"7248","300209932","M","S575094"
"7249","300209951","M","S724000"
"7250","300210010","H","S724000"
"7251","300210017","M","S575094"
"7252","300210054","M","S458044"
"7253","300210099","H","S724000"
"7254","300210117","H","S724000"
"7255","300210145","M","S575020"
"7256","300210272","H","S724000"
"7257","300210375","M","S575020"
"7258","300210383","M","S724000"
"7259","300210391","M","S724000"
"7260","300210397","M","S724000"
"7261","300210430","H","S575094"
"7262","300210433","M","S134313"
"7263","300210512","H","S575094"
"7264","300210538","M","S575094"
"7265","300210591","M","S134313"
"7266","300210639","H","S575094"
"7267","300210649","H","S724000"
"7268","300210654","H","S724000"
"7269","300210668","M","S724000"
"7270","300210729","M","S575094"
"7271","300210764","M","S575094"
"7272","300210765","M","S134313"
"7273","300210775","M","S134313"
"7274","300210776","M","S134313"
"7275","300210777","H","S724000"
"7276","300210781","M","S724000"
"7277","300210785","H","S724000"
"7278","300210790","M","S134313"
"7279","300300003","H","S724000"
"7280","300300020","H","S575094"
"7281","300300036","H","S724000"
"7282","300300067","M","S134313"
"7283","300300073","M","S575020"
"7284","300300075","M","S575094"
"7285","300300149","M","S575020"
"7286","300300164","M","S575020"
"7287","300300258","H","S724000"
"7288","300300318","H","S724000"
"7289","300300345","H","S724000"
"7290","300300499","H","S554013"
"7291","300300507","H","S724000"
"7292","300300520","M","S724000"
"7293","300300547","M","S724000"
"7294","300300552","H","S134311"
"7295","300300598","H","S724000"
"7296","300300626","M","S134313"
"7297","300300676","M","S134313"
"7298","300300681","M","S724000"
"7299","300300696","M","S134313"
"7300","300300711","M","S458044"
"7301","300300729","H","S575094"
"7302","300300733","M","S724000"
"7303","300300743","M","S724000"
"7304","300300752","M","S134306"
"7305","300300792","H","S575094"
"7306","300300802","M","S575020"
"7307","300300861","M","S724000"
"7308","300300874","M","S554013"
"7309","300300943","M","S458044"
"7310","300300998","H","S724000"
"7311","300301025","H","S134313"
"7312","300301061","M","S134313"
"7313","300301069","M","S724000"
"7314","300301125","M","S724000"
"7315","300301196","H","S724000"
"7316","300301227","H","S134313"
"7317","300301420","M","S575020"
"7318","300301468","H","S724000"
"7319","300301484","M","S458044"
"7320","300301488","M","S724000"
"7321","300301582","H","S134311"
"7322","300301647","M","S134313"
"7323","300301653","M","S458044"
"7324","300301690","H","S575094"
"7325","300301698","H","S554013"
"7326","300301791","H","S724000"
