"","FOLIO","SEXO","OPC_ED01"
"7327","300301799","H","S724000"
"7328","300301820","M","S134306"
"7329","300301840","M","S458044"
"7330","300301858","M","S575020"
"7331","300301897","H","S575094"
"7332","300301903","M","S575094"
"7333","300301924","M","S134313"
"7334","300301996","M","S575020"
"7335","300302044","M","S575020"
"7336","300302096","H","S724000"
"7337","300302215","H","S134313"
"7338","300302428","M","S575094"
"7339","300302541","M","S575020"
"7340","300302550","H","S134313"
"7341","300302561","H","S458044"
"7342","300302675","H","S724000"
"7343","300302735","M","S557094"
"7344","300302791","H","S134306"
"7345","300302885","M","S575094"
"7346","300302904","M","S724000"
"7347","300302932","H","S575094"
"7348","300302956","M","S724000"
"7349","300302970","M","S575020"
"7350","300302975","M","S575020"
"7351","300302982","M","S575020"
"7352","300303015","M","S724000"
"7353","300303064","M","S724000"
"7354","300303102","M","S724000"
"7355","300303160","M","S575094"
"7356","300303216","M","S575020"
"7357","300303276","M","S724000"
"7358","300303304","M","S724000"
"7359","300303374","M","S134313"
"7360","300303393","M","S724000"
"7361","300303404","H","S554013"
"7362","300303503","M","S575020"
"7363","300303510","M","S458044"
"7364","300303522","M","S134313"
"7365","300303547","H","S724000"
"7366","300303555","M","S134313"
"7367","300303592","M","S724000"
"7368","300303658","M","S134313"
"7369","300303744","M","S724000"
"7370","300303754","M","S724000"
"7371","300303769","H","S134313"
"7372","300303791","M","S458044"
"7373","300303852","H","S134311"
"7374","300304036","H","S134313"
"7375","300304046","M","S724000"
"7376","300304057","H","S575094"
"7377","300304093","M","S134313"
"7378","300304120","H","S554013"
"7379","300304161","M","S724000"
"7380","300304185","M","S134313"
"7381","300304395","M","S724000"
"7382","300304404","H","S134311"
"7383","300304461","M","S458044"
"7384","300304471","M","S724000"
"7385","300304503","M","S724000"
"7386","300304600","M","S575020"
"7387","300304608","M","S575020"
"7388","300304613","M","S724000"
"7389","300304621","H","S458044"
"7390","300304641","H","S724000"
"7391","300304661","M","S134313"
"7392","300304732","M","S724000"
"7393","300304838","M","S134313"
"7394","300304850","H","S134313"
"7395","300304876","H","S724000"
"7396","300304912","H","S134306"
"7397","300304945","M","S575020"
"7398","300305005","M","S575094"
"7399","300305020","M","S134313"
"7400","300305031","H","S554013"
"7401","300305049","H","S134313"
"7402","300305061","M","S724000"
"7403","300305072","M","S458044"
"7404","300305082","M","S575020"
"7405","300305089","M","S575020"
"7406","300305115","M","S724000"
"7407","300305218","M","S554013"
"7408","300305288","M","S724000"
"7409","300305367","M","S554013"
"7410","300305374","H","S458044"
"7411","300305427","M","S134313"
"7412","300305479","M","S458044"
"7413","300305529","M","S724000"
"7414","300305540","H","S724000"
"7415","300305548","H","S134311"
"7416","300305565","H","S724000"
"7417","300305591","H","S724000"
"7418","300305622","H","S134306"
"7419","300305641","M","S724000"
"7420","300305686","M","S724000"
"7421","300305714","M","S458044"
"7422","300305718","M","S554013"
"7423","300305762","H","S724000"
"7424","300305801","H","S134313"
"7425","300305810","H","S724000"
"7426","300305819","H","S134311"
"7427","300305888","M","S575020"
"7428","300305936","M","S724000"
"7429","300305956","H","S724000"
"7430","300305959","M","S134313"
"7431","300306008","M","S724000"
"7432","300306048","M","S134313"
"7433","300306096","H","S724000"
"7434","300306106","H","S724000"
"7435","300306155","M","S575020"
"7436","300306171","M","S134313"
"7437","300306181","M","S724000"
"7438","300306228","M","S134313"
"7439","300306253","H","S575020"
"7440","300306261","H","S724000"
"7441","300306519","H","S134313"
"7442","300306535","M","S134311"
"7443","300306604","M","S134313"
"7444","300306628","H","S134311"
"7445","300306635","M","S134313"
"7446","300306653","M","S724000"
"7447","300306740","M","S575020"
"7448","300306746","H","S134306"
"7449","300306771","H","S724000"
"7450","300306782","H","S724000"
"7451","300306817","M","S134313"
"7452","300306862","M","S724000"
"7453","300306878","M","S575020"
"7454","300306946","M","S554013"
"7455","300306986","H","S724000"
"7456","300307015","M","S134313"
"7457","300307044","H","S575020"
"7458","300307068","H","S724000"
"7459","300307092","M","S134313"
"7460","300307107","M","S134313"
"7461","300307126","H","S575020"
"7462","300307158","M","S134313"
"7463","300307260","H","S134311"
"7464","300307277","M","S134306"
"7465","300307343","M","S724000"
"7466","300307406","M","S724000"
"7467","300307445","M","S575094"
"7468","300307450","M","S134313"
"7469","300307454","H","S724000"
"7470","300307507","H","S724000"
"7471","300307544","H","S575094"
"7472","300307571","M","S554013"
"7473","300307577","H","S724000"
"7474","300307589","M","S724000"
"7475","300307595","H","S575094"
"7476","300307603","H","S724000"
"7477","300307689","H","S724000"
"7478","300307717","M","S724000"
"7479","300307754","H","S554013"
"7480","300307795","M","S575020"
"7481","300307798","M","S575020"
"7482","300307900","H","S134311"
"7483","300307996","H","S575094"
"7484","300308000","M","S134313"
"7485","300308120","H","S134313"
"7486","300308137","H","S554013"
"7487","300308168","H","S575020"
"7488","300308226","H","S724000"
"7489","300308231","H","S458044"
"7490","300308237","M","S724000"
"7491","300308257","M","S575020"
"7492","300308260","H","S554013"
"7493","300308264","M","S458044"
"7494","300308315","M","S724000"
"7495","300308317","H","S134306"
"7496","300308324","H","S724000"
"7497","300308331","M","S724000"
"7498","300308375","H","S575094"
"7499","300308421","H","S134313"
"7500","300308466","M","S134313"
"7501","300308782","M","S575020"
"7502","300308830","H","S724000"
"7503","300308843","H","S724000"
"7504","300308857","M","S724000"
"7505","300308898","H","S134313"
"7506","300308935","H","S134313"
"7507","300308950","M","S458044"
"7508","300308975","M","S724000"
"7509","300308982","H","S134313"
"7510","300309002","M","S575094"
"7511","300309020","H","S575094"
"7512","300309039","M","S134313"
"7513","300309085","H","S575020"
"7514","300309117","H","S554013"
"7515","300309123","M","S134313"
"7516","300309129","M","S724000"
"7517","300309172","H","S134313"
"7518","300309187","M","S134311"
"7519","300309206","H","S134306"
"7520","300309217","H","S134313"
"7521","300309234","M","S575094"
"7522","300309249","M","S575020"
"7523","300309271","H","S458044"
"7524","300309409","H","S724000"
"7525","300309474","H","S134313"
"7526","300309495","M","S724000"
"7527","300309516","M","S575020"
"7528","300309530","M","S575020"
"7529","300309568","H","S554013"
"7530","300309590","H","S724000"
"7531","300309705","H","S134313"
"7532","300309764","M","S575020"
"7533","300309846","M","S134313"
"7534","300309874","M","S724000"
"7535","300309939","M","S724000"
"7536","300309948","M","S724000"
"7537","300309968","H","S134313"
"7538","300310118","H","S575094"
"7539","300310182","H","S554013"
"7540","300310194","H","S458044"
"7541","300310201","M","S134313"
"7542","300310209","M","S458044"
"7543","300310212","M","S134313"
"7544","300310240","M","S134306"
"7545","300310259","M","S134313"
"7546","300310295","M","S575094"
"7547","300310301","H","S575020"
"7548","300310371","M","S575020"
"7549","300310376","M","S575094"
"7550","300310522","M","S134306"
"7551","300310611","M","S724000"
"7552","300310634","M","S134313"
"7553","300310644","M","S724000"
"7554","300310722","M","S134313"
"7555","300400004","H","S724000"
"7556","300400084","M","S575094"
"7557","300400123","M","S134313"
"7558","300400143","H","S575094"
"7559","300400147","H","S134313"
"7560","300400183","M","S724000"
"7561","300400202","M","S575020"
"7562","300400229","M","S575020"
"7563","300400239","H","S724000"
"7564","300400276","M","S575094"
"7565","300400308","M","S724000"
"7566","300400315","M","S575020"
"7567","300400404","M","S724000"
"7568","300400439","M","S724000"
"7569","300400481","M","S554013"
"7570","300400544","M","S134313"
"7571","300400550","H","S724000"
"7572","300400587","H","S724000"
"7573","300400623","M","S575020"
"7574","300400649","M","S724000"
"7575","300400677","M","S134313"
"7576","300400682","H","S724000"
"7577","300400697","H","S724000"
"7578","300400737","H","S724000"
"7579","300400771","H","S134306"
"7580","300400881","M","S134306"
"7581","300400924","M","S134313"
"7582","300400944","H","S724000"
"7583","300400950","M","S724000"
"7584","300401091","H","S724000"
"7585","300401108","H","S134311"
"7586","300401119","H","S575094"
"7587","300401137","M","S724000"
"7588","300401145","M","S575094"
"7589","300401163","H","S724000"
"7590","300401198","M","S575094"
"7591","300401258","M","S134313"
"7592","300401277","M","S458044"
"7593","300401295","M","S724000"
"7594","300401333","M","S724000"
"7595","300401360","H","S134313"
"7596","300401362","M","S575020"
"7597","300401367","H","S575020"
"7598","300401528","M","S134313"
"7599","300401536","M","S724000"
"7600","300401540","M","S724000"
"7601","300401547","M","S724000"
"7602","300401563","H","S575094"
"7603","300401571","H","S575094"
"7604","300401580","M","S575020"
"7605","300401583","M","S134311"
"7606","300401622","H","S575094"
"7607","300401629","M","S575094"
"7608","300401648","M","S724000"
"7609","300401689","H","S575094"
"7610","300401699","H","S458044"
"7611","300401703","M","S724000"
"7612","300401756","M","S724000"
"7613","300401762","M","S575094"
"7614","300401775","M","S554013"
"7615","300401779","M","S575020"
"7616","300401831","H","S575094"
"7617","300401866","M","S724000"
"7618","300401882","H","S134313"
"7619","300402032","M","S724000"
"7620","300402037","H","S724000"
"7621","300402071","M","S134313"
"7622","300402111","M","S134313"
"7623","300402124","M","S554013"
"7624","300402210","H","S724000"
"7625","300402218","H","S724000"
"7626","300402224","M","S724000"
"7627","300402305","M","S724000"
"7628","300402463","M","S724000"
"7629","300402515","M","S724000"
"7630","300402544","H","S724000"
"7631","300402555","H","S724000"
"7632","300402563","M","S724000"
"7633","300402581","M","S724000"
"7634","300402690","H","S724000"
"7635","300402726","M","S724000"
"7636","300402778","M","S134313"
"7637","300402786","H","S724000"
"7638","300402808","M","S554013"
"7639","300402868","M","S575020"
"7640","300403063","H","S134313"
"7641","300403230","H","S134313"
"7642","300403285","M","S134306"
"7643","300403308","M","S575094"
"7644","300403331","H","S724000"
"7645","300403396","M","S134313"
"7646","300403423","M","S134313"
"7647","300403435","H","S134313"
"7648","300403474","M","S724000"
"7649","300403508","M","S134313"
"7650","300403542","M","S134313"
"7651","300403572","H","S554013"
"7652","300403573","M","S724000"
"7653","300403583","M","S575020"
"7654","300403612","M","S724000"
"7655","300403655","M","S724000"
"7656","300403700","H","S724000"
"7657","300403707","M","S724000"
"7658","300403718","M","S575020"
"7659","300403749","M","S575094"
"7660","300403761","M","S724000"
"7661","300403779","M","S575094"
"7662","300403783","H","S575094"
"7663","300403807","H","S134311"
"7664","300403826","M","S575020"
"7665","300403848","M","S458044"
"7666","300403853","M","S554013"
"7667","300403874","M","S134313"
"7668","300403893","M","S134313"
"7669","300404039","H","S724000"
"7670","300404100","M","S134313"
"7671","300404132","M","S134313"
"7672","300404267","H","S134313"
"7673","300404440","M","S724000"
"7674","300404512","M","S134313"
"7675","300404531","M","S724000"
"7676","300404643","H","S134313"
"7677","300404709","M","S724000"
"7678","300404781","M","S458044"
"7679","300404798","H","S134311"
"7680","300404903","H","S724000"
"7681","300404936","H","S724000"
"7682","300404982","M","S724000"
"7683","300404989","M","S458044"
"7684","300405108","M","S134313"
"7685","300405114","H","S134311"
"7686","300405183","H","S575020"
"7687","300405192","M","S134313"
"7688","300405203","M","S458044"
"7689","300405274","M","S134313"
"7690","300405295","M","S724000"
"7691","300405302","M","S134313"
"7692","300405349","M","S724000"
"7693","300405402","H","S554013"
"7694","300405539","H","S458044"
"7695","300405682","H","S134311"
"7696","300405726","M","S458044"
"7697","300405734","M","S134313"
"7698","300405746","M","S724000"
"7699","300405781","H","S575094"
"7700","300405792","H","S724000"
"7701","300405962","M","S134313"
"7702","300406000","H","S724000"
"7703","300406028","M","S134313"
"7704","300406107","M","S458044"
"7705","300406118","M","S724000"
"7706","300406175","M","S575094"
"7707","300406191","M","S724000"
"7708","300406214","M","S724000"
"7709","300406262","M","S575020"
"7710","300406271","H","S134306"
"7711","300406333","M","S724000"
"7712","300406338","M","S724000"
"7713","300406520","M","S575020"
"7714","300406541","M","S724000"
"7715","300406573","M","S134313"
"7716","300406663","M","S458044"
"7717","300406741","H","S134311"
"7718","300406797","M","S724000"
"7719","300406869","H","S554013"
"7720","300406951","H","S724000"
"7721","300406985","M","S134313"
"7722","300407048","H","S575094"
"7723","300407055","M","S724000"
"7724","300407104","M","S724000"
"7725","300407120","M","S134313"
"7726","300407206","M","S575020"
"7727","300407335","M","S724000"
"7728","300407432","M","S724000"
"7729","300407438","M","S575094"
"7730","300407461","H","S575094"
"7731","300407605","M","S575020"
"7732","300407655","M","S724000"
"7733","300407670","M","S134313"
"7734","300407751","H","S724000"
"7735","300407755","M","S575094"
"7736","300407833","M","S134313"
"7737","300407961","M","S724000"
"7738","300407968","H","S724000"
"7739","300407988","H","S134311"
"7740","300408009","H","S724000"
"7741","300408046","H","S575020"
"7742","300408070","M","S724000"
"7743","300408147","H","S724000"
"7744","300408198","H","S134306"
"7745","300408207","M","S134311"
"7746","300408242","M","S724000"
"7747","300408265","H","S134313"
"7748","300408269","H","S134306"
"7749","300408271","H","S134313"
"7750","300408310","H","S134311"
"7751","300408320","H","S724000"
"7752","300408326","H","S575094"
"7753","300408349","M","S458044"
"7754","300408351","H","S724000"
"7755","300408367","H","S724000"
"7756","300408372","H","S134313"
"7757","300408378","H","S575094"
"7758","300408406","M","S134313"
"7759","300408411","M","S724000"
